2018/09/07.21:02:05	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	4	AP	bgn	PSK	TKIP	CCMP TKIP	2427	60	-70	20	-70	-53	4	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"<hidden>"	2C:E6:CC:1A:CB:D8	4	AP	bgn	PSK	TKIP	CCMP TKIP	2427	78	-61	20	-61	-61	4	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:91:D8	4	AP	bgn	PSK	CCMP	CCMP	2427	90	-55	20	-61	-55	4	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:A7:B8	4	AP	bgn	PSK	CCMP	CCMP	2427	46	-77	20	-77	-76	4	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:59:38	3	AP	bgn	PSK	CCMP	CCMP	2422	62	-69	20	-69	-69	3	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:54:98	6	AP	bgn	PSK	CCMP	CCMP	2437	66	-67	20	-67	-67	6	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"sj"	DA:32:E3:B9:FF:04	6	AP	bgnac	PSK	CCMP	CCMP	2437	100	-45	40	-45	-38	6	2018/09/07.21:01:58	2018/09/07.21:02:05	"<unrecognized>"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:A6:88	6	AP	bgn	PSK	CCMP	CCMP	2437	56	-72	20	-72	-71	6	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:19:78	6	AP	bgn	PSK	CCMP	CCMP	2437	58	-71	20	-71	-70	6	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
2018/09/07.21:02:05	"TU"	D4:68:4D:3E:77:38	8	AP	bgn	PSK	CCMP	CCMP	2447	46	-77	20	-77	-77	8	2018/09/07.21:01:58	2018/09/07.21:02:05	"Ruckus Wireless"
